shot_id,episode,shot_number,duration,shot_type,camera,character,emotion,action,dialogue,scene,time_period,lighting,color_palette,ai_prompt
S2095,70,25,5.9,仰拍,固定,段小楼,悔恨,站立 - 蝶衣恢复演出,得嘞，往后甭提这档子事儿了。,人民剧院 - 新中国剧院，红五星装饰，标语横幅,建国后 (1949-1966),工厂白光,暗沉,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 悔恨 expression, 站立 - 蝶衣恢复演出, set in 人民剧院 - 新中国剧院，红五星装饰，标语横幅, low angle shot, 工厂白光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2096,70,26,7.1,中景,跟拍,程蝶衣,迷离,低头 - 对菊仙态度转变,你们都是骗我的！,人民剧院 - 新中国剧院，红五星装饰，标语横幅,建国后 (1949-1966),日光灯,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 低头 - 对菊仙态度转变, set in 人民剧院 - 新中国剧院，红五星装饰，标语横幅, medium shot, 日光灯, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2097,70,27,7.3,俯拍,推进,程蝶衣,梦幻,落座 - 戒毒成功,霸王要是真姓楚，大约不会这般无情。,段小楼家 - 普通民居，简朴家具，菊仙操持,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 梦幻 expression, 落座 - 戒毒成功, set in 段小楼家 - 普通民居，简朴家具，菊仙操持, high angle shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2098,70,28,6.3,俯拍,拉远,程蝶衣,痴情,低头 - 蝶衣恢复演出,霸王要是真姓楚，大约不会这般无情。,人民剧院 - 新中国剧院，红五星装饰，标语横幅,建国后 (1949-1966),标语红光,灰蓝工装,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 低头 - 蝶衣恢复演出, set in 人民剧院 - 新中国剧院，红五星装饰，标语横幅, high angle shot, 标语红光, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2099,70,29,7.1,中景,环绕,菊仙,绝望,回望 - 对菊仙态度转变,小楼，你对我到底是真是假？,段小楼家 - 普通民居，简朴家具，菊仙操持,建国后 (1949-1966),日光灯,褪色戏服,"Gong Li as Juxian, fierce beauty, proud courtesan, defiant eyes, 绝望 expression, 回望 - 对菊仙态度转变, set in 段小楼家 - 普通民居，简朴家具，菊仙操持, medium shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2100,70,30,4.8,中景,拉远,程蝶衣,决绝,落座 - 戒毒成功,从一而终。,人民剧院 - 新中国剧院，红五星装饰，标语横幅,建国后 (1949-1966),标语红光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 落座 - 戒毒成功, set in 人民剧院 - 新中国剧院，红五星装饰，标语横幅, medium shot, 标语红光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2101,71,1,2.9,俯拍,手持晃动,小四,顺从,化妆 - 学习新式戏曲,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,灰蓝工装,"小四, 顺从 expression, 化妆 - 学习新式戏曲, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, high angle shot, 标语红光, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2102,71,2,3.4,近景,推进,小四,得意,起身 - 对传统有异议,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,暗沉,"小四, 得意 expression, 起身 - 对传统有异议, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, close-up shot, 标语红光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2103,71,3,6.7,全景,固定,程蝶衣,迷离,回望 - 小四长大成人,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 回望 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, full shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2104,71,4,4.0,仰拍,环绕,小四,得意,对视 - 学习新式戏曲,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"小四, 得意 expression, 对视 - 学习新式戏曲, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, low angle shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2105,71,5,5.7,过肩镜头,推进,程蝶衣,迷离,站立 - 对传统有异议,从一而终。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 站立 - 对传统有异议, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, over-the-shoulder shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2106,71,6,5.0,俯拍,跟拍,小四,得意,抬眼 - 小四长大成人,这一切，不过是戏。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,政治红,"小四, 得意 expression, 抬眼 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, high angle shot, 日光灯, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2107,71,7,7.5,特写,推进,小四,得意,落座 - 学习新式戏曲,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,暗沉,"小四, 得意 expression, 落座 - 学习新式戏曲, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, extreme close-up shot, 日光灯, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2108,71,8,4.4,特写,斯坦尼康,程蝶衣,凄美,低头 - 对传统有异议,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 低头 - 对传统有异议, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, extreme close-up shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2109,71,9,2.2,中景,固定,程蝶衣,偏执,仰望 - 小四长大成人,说好的，一辈子，差一年、一个月、一天、一个时辰，都不算一辈子。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 仰望 - 小四长大成人, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, medium shot, 工厂白光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2110,71,10,7.0,主观镜头,拉远,小四,恐惧,转身 - 学习新式戏曲,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"小四, 恐惧 expression, 转身 - 学习新式戏曲, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, POV shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2111,71,11,6.2,全景,升降,小四,背叛,唱戏 - 对传统有异议,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,政治红,"小四, 背叛 expression, 唱戏 - 对传统有异议, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, full shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2112,71,12,4.5,俯拍,固定,程蝶衣,决绝,低头 - 小四长大成人,不疯魔不成活。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,褪色戏服,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 低头 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, high angle shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2113,71,13,6.1,俯拍,横移,小四,野心,起身 - 学习新式戏曲,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,暗沉,"小四, 野心 expression, 起身 - 学习新式戏曲, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, high angle shot, 日光灯, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2114,71,14,5.9,大全景,横移,程蝶衣,迷离,起身 - 对传统有异议,不疯魔不成活。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 起身 - 对传统有异议, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, wide establishing shot, 标语红光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2115,71,15,4.5,过肩镜头,手持晃动,小四,野心,练功 - 小四长大成人,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,暗沉,"小四, 野心 expression, 练功 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, over-the-shoulder shot, 日光灯, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2116,71,16,2.8,过肩镜头,环绕,程蝶衣,痴情,练功 - 学习新式戏曲,从一而终。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),标语红光,褪色戏服,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 练功 - 学习新式戏曲, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, over-the-shoulder shot, 标语红光, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2117,71,17,5.0,俯拍,拉远,小四,背叛,行走 - 对传统有异议,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,褪色戏服,"小四, 背叛 expression, 行走 - 对传统有异议, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, high angle shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2118,71,18,2.6,全景,跟拍,小四,恐惧,挥手 - 小四长大成人,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),工厂白光,褪色戏服,"小四, 恐惧 expression, 挥手 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, full shot, 工厂白光, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2119,71,19,5.7,中景,跟拍,小四,恐惧,落座 - 学习新式戏曲,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),工厂白光,暗沉,"小四, 恐惧 expression, 落座 - 学习新式戏曲, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, medium shot, 工厂白光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2120,71,20,4.6,近景,升降,小四,野心,行走 - 对传统有异议,一九二四年，北平。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,暗沉,"小四, 野心 expression, 行走 - 对传统有异议, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, close-up shot, 日光灯, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2121,71,21,6.3,全景,固定,程蝶衣,迷离,落座 - 小四长大成人,我要跟你唱一辈子戏，少一年、一个月、一天、一个时辰，都不算一辈子。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 落座 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, full shot, 日光灯, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2122,71,22,6.1,近景,跟拍,程蝶衣,绝望,练功 - 学习新式戏曲,,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,灰蓝工装,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 绝望 expression, 练功 - 学习新式戏曲, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, close-up shot, 日光灯, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2123,71,23,7.9,大全景,跟拍,小四,背叛,落座 - 对传统有异议,从一而终——这是虞姬的信念，也是程蝶衣的一生。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,政治红,"小四, 背叛 expression, 落座 - 对传统有异议, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, wide establishing shot, 日光灯, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2124,71,24,3.3,中景,拉远,程蝶衣,绝望,站立 - 小四长大成人,我本是女娇娥，又不是男儿郎。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),工厂白光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 绝望 expression, 站立 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, medium shot, 工厂白光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2125,71,25,5.3,中景,拉远,程蝶衣,偏执,练功 - 学习新式戏曲,从一而终。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,灰蓝工装,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 练功 - 学习新式戏曲, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, medium shot, 日光灯, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2126,71,26,2.8,全景,固定,小四,得意,拭泪 - 对传统有异议,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,褪色戏服,"小四, 得意 expression, 拭泪 - 对传统有异议, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, full shot, 工厂白光, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2127,71,27,7.4,大全景,横移,程蝶衣,痴情,唱戏 - 小四长大成人,我要跟你唱一辈子戏，少一年、一个月、一天、一个时辰，都不算一辈子。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,褪色戏服,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 唱戏 - 小四长大成人, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, wide establishing shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2128,71,28,2.3,中景,固定,小四,野心,化妆 - 学习新式戏曲,时代的洪流裹挟着每一个人。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"小四, 野心 expression, 化妆 - 学习新式戏曲, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, medium shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2129,71,29,4.6,主观镜头,推进,程蝶衣,痴情,对视 - 对传统有异议,是我自己搞不清楚。,小四宿舍 - 青年宿舍，简陋但整洁，革命书籍,建国后 (1949-1966),日光灯,灰蓝工装,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 痴情 expression, 对视 - 对传统有异议, set in 小四宿舍 - 青年宿舍，简陋但整洁，革命书籍, POV shot, 日光灯, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2130,71,30,2.0,大全景,环绕,程蝶衣,偏执,化妆 - 小四长大成人,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 化妆 - 小四长大成人, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, wide establishing shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2131,72,1,5.8,大全景,斯坦尼康,程蝶衣,凄美,对视 - 蝶衣强烈反对,你们都是骗我的！,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 对视 - 蝶衣强烈反对, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, wide establishing shot, 工厂白光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2132,72,2,7.7,特写,横移,小四,背叛,"俯身 - ""戏就是戏，不能改！""",,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"小四, 背叛 expression, 俯身 - ""戏就是戏，不能改！"", set in 剧院排练厅 - 集体排练，新式舞台，政治标语, extreme close-up shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2133,72,3,6.2,中景,横移,小四,野心,唱戏 - 小四要改变京剧传统,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,灰蓝工装,"小四, 野心 expression, 唱戏 - 小四要改变京剧传统, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, medium shot, 标语红光, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2134,72,4,2.7,近景,拉远,段小楼,豪爽,换装 - 蝶衣强烈反对,她是我明媒正娶的老婆！,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,褪色戏服,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 豪爽 expression, 换装 - 蝶衣强烈反对, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, close-up shot, 标语红光, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2135,72,5,8.0,主观镜头,斯坦尼康,程蝶衣,决绝,"练功 - ""戏就是戏，不能改！""",是我自己搞不清楚。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,灰蓝工装,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 决绝 expression, 练功 - ""戏就是戏，不能改！"", set in 剧院排练厅 - 集体排练，新式舞台，政治标语, POV shot, 工厂白光, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2136,72,6,5.9,全景,固定,段小楼,妥协,凝视 - 小四要改变京剧传统,她是我明媒正娶的老婆！,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,灰蓝工装,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 妥协 expression, 凝视 - 小四要改变京剧传统, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, full shot, 工厂白光, color palette: 灰蓝工装, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2137,72,7,6.0,中景,横移,程蝶衣,偏执,回望 - 蝶衣强烈反对,你们都是骗我的！,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,政治红,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 偏执 expression, 回望 - 蝶衣强烈反对, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, medium shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2138,72,8,2.3,近景,横移,小四,得意,"落座 - ""戏就是戏，不能改！""",一九二四年，北平。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,政治红,"小四, 得意 expression, 落座 - ""戏就是戏，不能改！"", set in 剧院排练厅 - 集体排练，新式舞台，政治标语, close-up shot, 工厂白光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2139,72,9,8.0,过肩镜头,拉远,段小楼,妥协,抬眼 - 小四要改变京剧传统,蝶衣！...小豆子...,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 妥协 expression, 抬眼 - 小四要改变京剧传统, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, over-the-shoulder shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2140,72,10,7.0,全景,斯坦尼康,程蝶衣,凄美,抬眼 - 蝶衣强烈反对,虞姬为什么要死？她是情死的。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 凄美 expression, 抬眼 - 蝶衣强烈反对, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, full shot, 标语红光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2141,72,11,6.1,仰拍,斯坦尼康,段小楼,震惊,"起身 - ""戏就是戏，不能改！""",,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),标语红光,政治红,"Zhang Fengyi as Duan Xiaolou, masculine, broad-shouldered, martial bearing, 震惊 expression, 起身 - ""戏就是戏，不能改！"", set in 剧院排练厅 - 集体排练，新式舞台，政治标语, low angle shot, 标语红光, color palette: 政治红, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2142,72,12,4.5,大全景,固定,程蝶衣,迷离,唱戏 - 小四要改变京剧传统,,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),工厂白光,暗沉,"Leslie Cheung as Cheng Dieyi, ethereal beauty, feminine grace, Peking opera star, 迷离 expression, 唱戏 - 小四要改变京剧传统, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, wide establishing shot, 工厂白光, color palette: 暗沉, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
S2143,72,13,6.0,仰拍,固定,小四,得意,练功 - 蝶衣强烈反对,一九二四年，北平。,剧院排练厅 - 集体排练，新式舞台，政治标语,建国后 (1949-1966),日光灯,褪色戏服,"小四, 得意 expression, 练功 - 蝶衣强烈反对, set in 剧院排练厅 - 集体排练，新式舞台，政治标语, low angle shot, 日光灯, color palette: 褪色戏服, cinematography by Gu Changwei, Chen Kaige's Farewell My Concubine aesthetic, Peking opera visual elements, 1990s Chinese cinema, dramatic lighting, film grain, cinematic composition"
