"shot_id","episode","scene_num","duration","shot_type","camera_angle","camera_movement","character","emotion","action","location","dialogue","Image_Prompt","Video_Prompt"
"E080_S034","80","5","2.2","MLS","Bird-eye","Dolly-out","程蝶衣","憤怒","摔門","各場景","","High-contrast, MLS shot, Bird-eye, 程蝶衣, 憤怒, 摔門, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, MLS shot, 程蝶衣 摔門, 憤怒 mood, 各場景, butterfly lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S035","80","5","2.9","LS","Worm-eye","Truck-L","菊仙","掙扎","摔門","各場景","你變了","High-contrast, LS shot, Worm-eye, 菊仙, 掙扎, 摔門, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 菊仙 摔門, 掙扎 mood, 各場景, butterfly lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S036","80","5","3.4","ELS","Worm-eye","Truck-R","段小樓","憤怒","流淚","各場景","","High-contrast, ELS shot, Worm-eye, 段小樓, 憤怒, 流淚, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 段小樓 流淚, 憤怒 mood, 各場景, butterfly lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S037","80","5","2.7","OTS","Worm-eye","Crane-up","段小樓","覺醒","關鍵動作","各場景","","High-contrast, OTS shot, Worm-eye, 段小樓, 覺醒, 關鍵動作, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 段小樓 關鍵動作, 覺醒 mood, 各場景, butterfly lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S038","80","5","3.1","POV","Worm-eye","Crane-down","程蝶衣","覺醒","轉變","各場景","","High-contrast, POV shot, Worm-eye, 程蝶衣, 覺醒, 轉變, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 程蝶衣 轉變, 覺醒 mood, 各場景, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S039","80","5","2.4","2Shot","Worm-eye","Handheld","程蝶衣","抉擇","關鍵動作","各場景","","High-contrast, 2Shot shot, Worm-eye, 程蝶衣, 抉擇, 關鍵動作, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 程蝶衣 關鍵動作, 抉擇 mood, 各場景, butterfly lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E080_S040","80","5","3.6","ECU","Worm-eye","Steadicam","程蝶衣","崩潰","關鍵動作","各場景","我本是男兒郎","High-contrast, ECU shot, Worm-eye, 程蝶衣, 崩潰, 關鍵動作, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 程蝶衣 關鍵動作, 崩潰 mood, 各場景, butterfly lighting, cinematic, 3.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S001","81","1","3.0","CU","Eye-level","Pan-L","程蝶衣","疏離","環顧四周","現代劇院","","High-contrast, CU shot, Eye-level, 程蝶衣, 疏離, 環顧四周, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 程蝶衣 環顧四周, 疏離 mood, 現代劇院, butterfly lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S002","81","1","2.7","MCU","Eye-level","Pan-R","程蝶衣","滄桑","緩步走來","現代劇院","","High-contrast, MCU shot, Eye-level, 程蝶衣, 滄桑, 緩步走來, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 程蝶衣 緩步走來, 滄桑 mood, 現代劇院, butterfly lighting, cinematic, 2.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S003","81","1","3.0","MS","Eye-level","Tilt-up","程蝶衣","懷舊","對話交談","現代劇院","","High-contrast, MS shot, Eye-level, 程蝶衣, 懷舊, 對話交談, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 程蝶衣 對話交談, 懷舊 mood, 現代劇院, butterfly lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S004","81","1","4.0","MLS","Eye-level","Tilt-down","段小樓","疏離","對話交談","現代劇院","","High-contrast, MLS shot, Eye-level, 段小樓, 疏離, 對話交談, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 段小樓 對話交談, 疏離 mood, 現代劇院, butterfly lighting, cinematic, 4.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S005","81","1","2.6","LS","Eye-level","Dolly-in","小豆子娘","決絕","牽手走路","北平廟會","可想死我嘍","High-contrast, LS shot, Eye-level, 小豆子娘, 決絕, 牽手走路, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 小豆子娘 牽手走路, 決絕 mood, 北平廟會, butterfly lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S006","81","1","2.5","ELS","Eye-level","Dolly-out","商販","決絕","躲避搭訕","北平廟會","","High-contrast, ELS shot, Eye-level, 商販, 決絕, 躲避搭訕, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 商販 躲避搭訕, 決絕 mood, 北平廟會, butterfly lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S007","81","1","3.7","OTS","High-angle","Truck-L","商販","畏怯","張望","北平廟會","","High-contrast, OTS shot, High-angle, 商販, 畏怯, 張望, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, OTS shot, 商販 張望, 畏怯 mood, 北平廟會, butterfly lighting, cinematic, 3.7s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S008","81","1","2.5","POV","High-angle","Truck-R","小豆子娘","市井","牽手走路","北平廟會","","High-contrast, POV shot, High-angle, 小豆子娘, 市井, 牽手走路, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, POV shot, 小豆子娘 牽手走路, 市井 mood, 北平廟會, butterfly lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S009","81","2","3.0","2Shot","High-angle","Crane-up","關師傅","威嚴","耗頂","關家科班","","High-contrast, 2Shot shot, High-angle, 關師傅, 威嚴, 耗頂, 關家科班, 黃昏, butterfly lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, 2Shot shot, 關師傅 耗頂, 威嚴 mood, 關家科班, butterfly lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S010","81","2","2.4","ECU","High-angle","Crane-down","小癩子","堅毅","揮打","關家科班","都給我拿穩了","High-contrast, ECU shot, High-angle, 小癩子, 堅毅, 揮打, 關家科班, 黃昏, butterfly lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, ECU shot, 小癩子 揮打, 堅毅 mood, 關家科班, butterfly lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S011","81","2","2.8","CU","High-angle","Handheld","關師傅","堅毅","偷看","關家科班","","High-contrast, CU shot, High-angle, 關師傅, 堅毅, 偷看, 關家科班, 黃昏, butterfly lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, CU shot, 關師傅 偷看, 堅毅 mood, 關家科班, butterfly lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S012","81","2","3.1","MCU","High-angle","Steadicam","小癩子","堅毅","揮打","關家科班","","High-contrast, MCU shot, High-angle, 小癩子, 堅毅, 揮打, 關家科班, 黃昏, butterfly lighting, 土褐暗色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, MCU shot, 小癩子 揮打, 堅毅 mood, 關家科班, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S013","81","2","3.0","MS","High-angle","Drone","小豆子","茫然","擁抱","胡同磨刀攤","","High-contrast, MS shot, High-angle, 小豆子, 茫然, 擁抱, 胡同磨刀攤, 日間, butterfly lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, MS shot, 小豆子 擁抱, 茫然 mood, 胡同磨刀攤, butterfly lighting, cinematic, 3.0s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S014","81","2","3.2","MLS","Low-angle","Static","小豆子娘","茫然","按刀","胡同磨刀攤","","High-contrast, MLS shot, Low-angle, 小豆子娘, 茫然, 按刀, 胡同磨刀攤, 日間, butterfly lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","MLS shot, 小豆子娘 按刀, 茫然 mood, 胡同磨刀攤, butterfly lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S015","81","2","3.4","LS","Low-angle","Pan-L","小豆子娘","痛楚","站立","胡同磨刀攤","娘，我手冷","High-contrast, LS shot, Low-angle, 小豆子娘, 痛楚, 站立, 胡同磨刀攤, 日間, butterfly lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, LS shot, 小豆子娘 站立, 痛楚 mood, 胡同磨刀攤, butterfly lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S016","81","2","3.1","ELS","Low-angle","Pan-R","小豆子","決絕","站立","胡同磨刀攤","","High-contrast, ELS shot, Low-angle, 小豆子, 決絕, 站立, 胡同磨刀攤, 日間, butterfly lighting, 白灰血紅, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ELS shot, 小豆子 站立, 決絕 mood, 胡同磨刀攤, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S017","81","3","3.9","OTS","Low-angle","Tilt-up","小豆子","恐懼","跪地","關家堂屋","","High-contrast, OTS shot, Low-angle, 小豆子, 恐懼, 跪地, 關家堂屋, 黃昏, butterfly lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, OTS shot, 小豆子 跪地, 恐懼 mood, 關家堂屋, butterfly lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S018","81","3","2.8","POV","Low-angle","Tilt-down","小豆子","懇求","檢查","關家堂屋","","High-contrast, POV shot, Low-angle, 小豆子, 懇求, 檢查, 關家堂屋, 黃昏, butterfly lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, POV shot, 小豆子 檢查, 懇求 mood, 關家堂屋, butterfly lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S019","81","3","3.1","2Shot","Low-angle","Dolly-in","小豆子娘","審視","顫抖","關家堂屋","","High-contrast, 2Shot shot, Low-angle, 小豆子娘, 審視, 顫抖, 關家堂屋, 黃昏, butterfly lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, 2Shot shot, 小豆子娘 顫抖, 審視 mood, 關家堂屋, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S020","81","3","3.4","ECU","Low-angle","Dolly-out","關師傅","懇求","檢查","關家堂屋","救他一命了","High-contrast, ECU shot, Low-angle, 關師傅, 懇求, 檢查, 關家堂屋, 黃昏, butterfly lighting, 暗褐暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ECU shot, 關師傅 檢查, 懇求 mood, 關家堂屋, butterfly lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S021","81","3","3.2","CU","Dutch","Truck-L","小豆子","堅持","互助","練功房","","High-contrast, CU shot, Dutch, 小豆子, 堅持, 互助, 練功房, 各時段, butterfly lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, CU shot, 小豆子 互助, 堅持 mood, 練功房, butterfly lighting, cinematic, 3.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S022","81","3","2.5","MCU","Dutch","Truck-R","小豆子","堅持","壓腿","練功房","","High-contrast, MCU shot, Dutch, 小豆子, 堅持, 壓腿, 練功房, 各時段, butterfly lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, MCU shot, 小豆子 壓腿, 堅持 mood, 練功房, butterfly lighting, cinematic, 2.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S023","81","3","2.6","MS","Dutch","Crane-up","師兄弟們","痛苦","互助","練功房","","High-contrast, MS shot, Dutch, 師兄弟們, 痛苦, 互助, 練功房, 各時段, butterfly lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, MS shot, 師兄弟們 互助, 痛苦 mood, 練功房, butterfly lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S024","81","3","2.2","MLS","Dutch","Crane-down","師兄弟們","堅持","壓腿","練功房","","High-contrast, MLS shot, Dutch, 師兄弟們, 堅持, 壓腿, 練功房, 各時段, butterfly lighting, 青灰木色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, MLS shot, 師兄弟們 壓腿, 堅持 mood, 練功房, butterfly lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S025","81","4","2.1","LS","Dutch","Handheld","程蝶衣","癡迷","亮相","戲園子","力拔山兮氣蓋世","High-contrast, LS shot, Dutch, 程蝶衣, 癡迷, 亮相, 戲園子, 夜間, butterfly lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, LS shot, 程蝶衣 亮相, 癡迷 mood, 戲園子, butterfly lighting, cinematic, 2.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S026","81","4","3.8","ELS","Dutch","Steadicam","觀眾","入戲","舞劍","戲園子","","High-contrast, ELS shot, Dutch, 觀眾, 入戲, 舞劍, 戲園子, 夜間, butterfly lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ELS shot, 觀眾 舞劍, 入戲 mood, 戲園子, butterfly lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S027","81","4","2.9","OTS","Dutch","Drone","段小樓","霸氣","舞劍","戲園子","","High-contrast, OTS shot, Dutch, 段小樓, 霸氣, 舞劍, 戲園子, 夜間, butterfly lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Drone camera, OTS shot, 段小樓 舞劍, 霸氣 mood, 戲園子, butterfly lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S028","81","4","3.3","POV","Bird-eye","Static","程蝶衣","癡迷","亮相","戲園子","","High-contrast, POV shot, Bird-eye, 程蝶衣, 癡迷, 亮相, 戲園子, 夜間, butterfly lighting, 濃艷戲彩, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","POV shot, 程蝶衣 亮相, 癡迷 mood, 戲園子, butterfly lighting, cinematic, 3.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S029","81","4","2.4","2Shot","Bird-eye","Pan-L","程蝶衣","深情","化妝","後台化妝間","","High-contrast, 2Shot shot, Bird-eye, 程蝶衣, 深情, 化妝, 後台化妝間, 夜間, butterfly lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, 2Shot shot, 程蝶衣 化妝, 深情 mood, 後台化妝間, butterfly lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S030","81","4","2.3","ECU","Bird-eye","Pan-R","段小樓","隱忍","化妝","後台化妝間","蝶衣","High-contrast, ECU shot, Bird-eye, 段小樓, 隱忍, 化妝, 後台化妝間, 夜間, butterfly lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, ECU shot, 段小樓 化妝, 隱忍 mood, 後台化妝間, butterfly lighting, cinematic, 2.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S031","81","4","3.8","CU","Bird-eye","Tilt-up","程蝶衣","糾結","化妝","後台化妝間","","High-contrast, CU shot, Bird-eye, 程蝶衣, 糾結, 化妝, 後台化妝間, 夜間, butterfly lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, CU shot, 程蝶衣 化妝, 糾結 mood, 後台化妝間, butterfly lighting, cinematic, 3.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S032","81","4","2.9","MCU","Bird-eye","Tilt-down","程蝶衣","隱忍","對話","後台化妝間","","High-contrast, MCU shot, Bird-eye, 程蝶衣, 隱忍, 對話, 後台化妝間, 夜間, butterfly lighting, 暗紅暖光, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MCU shot, 程蝶衣 對話, 隱忍 mood, 後台化妝間, butterfly lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S033","81","5","3.4","MS","Bird-eye","Dolly-in","菊仙","掙扎","流淚","各場景","","High-contrast, MS shot, Bird-eye, 菊仙, 掙扎, 流淚, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, MS shot, 菊仙 流淚, 掙扎 mood, 各場景, butterfly lighting, cinematic, 3.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S034","81","5","2.9","MLS","Bird-eye","Dolly-out","段小樓","憤怒","摔門","各場景","","High-contrast, MLS shot, Bird-eye, 段小樓, 憤怒, 摔門, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, MLS shot, 段小樓 摔門, 憤怒 mood, 各場景, butterfly lighting, cinematic, 2.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S035","81","5","3.1","LS","Worm-eye","Truck-L","菊仙","憤怒","流淚","各場景","你變了","High-contrast, LS shot, Worm-eye, 菊仙, 憤怒, 流淚, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-L camera, LS shot, 菊仙 流淚, 憤怒 mood, 各場景, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S036","81","5","3.9","ELS","Worm-eye","Truck-R","程蝶衣","掙扎","摔門","各場景","","High-contrast, ELS shot, Worm-eye, 程蝶衣, 掙扎, 摔門, 各場景, 各時段, butterfly lighting, 高對比, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Truck-R camera, ELS shot, 程蝶衣 摔門, 掙扎 mood, 各場景, butterfly lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S037","81","5","3.1","OTS","Worm-eye","Crane-up","段小樓","覺醒","轉變","各場景","","High-contrast, OTS shot, Worm-eye, 段小樓, 覺醒, 轉變, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-up camera, OTS shot, 段小樓 轉變, 覺醒 mood, 各場景, butterfly lighting, cinematic, 3.1s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S038","81","5","3.9","POV","Worm-eye","Crane-down","段小樓","覺醒","轉變","各場景","","High-contrast, POV shot, Worm-eye, 段小樓, 覺醒, 轉變, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Crane-down camera, POV shot, 段小樓 轉變, 覺醒 mood, 各場景, butterfly lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S039","81","5","2.4","2Shot","Worm-eye","Handheld","段小樓","覺醒","關鍵動作","各場景","","High-contrast, 2Shot shot, Worm-eye, 段小樓, 覺醒, 關鍵動作, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Handheld camera, 2Shot shot, 段小樓 關鍵動作, 覺醒 mood, 各場景, butterfly lighting, cinematic, 2.4s duration, Chinese opera, 1920s Beijing aesthetic"
"E081_S040","81","5","2.6","ECU","Worm-eye","Steadicam","段小樓","覺醒","關鍵動作","各場景","我本是男兒郎","High-contrast, ECU shot, Worm-eye, 段小樓, 覺醒, 關鍵動作, 各場景, 各時段, butterfly lighting, 極端色調, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Steadicam camera, ECU shot, 段小樓 關鍵動作, 覺醒 mood, 各場景, butterfly lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S001","82","1","2.2","CU","Eye-level","Pan-L","程蝶衣","滄桑","對話交談","現代劇院","","High-contrast, CU shot, Eye-level, 程蝶衣, 滄桑, 對話交談, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-L camera, CU shot, 程蝶衣 對話交談, 滄桑 mood, 現代劇院, butterfly lighting, cinematic, 2.2s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S002","82","1","2.3","MCU","Eye-level","Pan-R","管場人","疏離","對話交談","現代劇院","","High-contrast, MCU shot, Eye-level, 管場人, 疏離, 對話交談, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Pan-R camera, MCU shot, 管場人 對話交談, 疏離 mood, 現代劇院, butterfly lighting, cinematic, 2.3s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S003","82","1","2.8","MS","Eye-level","Tilt-up","管場人","滄桑","環顧四周","現代劇院","","High-contrast, MS shot, Eye-level, 管場人, 滄桑, 環顧四周, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-up camera, MS shot, 管場人 環顧四周, 滄桑 mood, 現代劇院, butterfly lighting, cinematic, 2.8s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S004","82","1","2.6","MLS","Eye-level","Tilt-down","段小樓","疏離","環顧四周","現代劇院","","High-contrast, MLS shot, Eye-level, 段小樓, 疏離, 環顧四周, 現代劇院, 日間, butterfly lighting, 灰藍冷色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Tilt-down camera, MLS shot, 段小樓 環顧四周, 疏離 mood, 現代劇院, butterfly lighting, cinematic, 2.6s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S005","82","1","3.5","LS","Eye-level","Dolly-in","路人","市井","躲避搭訕","北平廟會","可想死我嘍","High-contrast, LS shot, Eye-level, 路人, 市井, 躲避搭訕, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-in camera, LS shot, 路人 躲避搭訕, 市井 mood, 北平廟會, butterfly lighting, cinematic, 3.5s duration, Chinese opera, 1920s Beijing aesthetic"
"E082_S006","82","1","3.9","ELS","Eye-level","Dolly-out","小豆子娘","畏怯","牽手走路","北平廟會","","High-contrast, ELS shot, Eye-level, 小豆子娘, 畏怯, 牽手走路, 北平廟會, 日間, butterfly lighting, 暖黃雜色, Chinese opera drama, 1920s Beijing, film grain, 8K, 《霸王別姬》陳凱歌 1Mo, --ar 16:9 --style raw","Dolly-out camera, ELS shot, 小豆子娘 牽手走路, 畏怯 mood, 北平廟會, butterfly lighting, cinematic, 3.9s duration, Chinese opera, 1920s Beijing aesthetic"
