"shot_id","episode","scene_num","shot_number","duration","shot_type","camera_angle","camera_movement","lens","focus","key_light","lighting_style","color_temp","light_direction","shadows","framing","depth","headroom","lead_room","character","emotion","action","eyeline","blocking","location","time_of_day","weather","props","costume","color_palette","dialogue","sfx","music","ambience","transition_in","transition_out","pacing","beat","phase","prompt_style","prompt_camera","prompt_mood","prompt_lighting","reference"
"E084_S039","84","5","39","3.8","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","Butterfly","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","抉擇","轉變","Off-screen-R","Exit-L","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","環境音","","嘈雜","L-cut","Cut","Slow","Release","轉","High-contrast","2shot shot, worm-eye","Intimate","butterfly lighting","《霸王別姬》陳凱歌 1Mo"
"E084_S040","84","5","40","3.7","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","Butterfly","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","段小樓","崩潰","關鍵動作","Camera","Exit-L","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","腳步聲","緊張弦樂","嘈雜","Cut","Fade-out","Slow","Release","轉","High-contrast","ecu shot, worm-eye","Intimate","butterfly lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S001","85","1","1","2.7","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","程蝶衣","懷舊","緩步走來","Down","Exit-R","現代劇院","日間","室內","舞台","工作服","灰藍冷色","","人群嘈雜","","安靜","Fade-in","Cut","Slow","Setup","轉","Soft-glow","cu shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S002","85","1","2","3.0","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","程蝶衣","滄桑","緩步走來","Off-screen-R","Exit-R","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","","","空曠","Fade-in","Cut","Slow","Setup","轉","Soft-glow","mcu shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S003","85","1","3","3.3","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","管場人","疏離","環顧四周","Off-screen-R","Static","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","環境音","","空曠","Fade-out","Cut","Slow","Setup","轉","Soft-glow","ms shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S004","85","1","4","2.4","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","程蝶衣","懷舊","對話交談","Camera","Static","現代劇院","日間","室內","聚光燈","工作服","灰藍冷色","","衣物摩擦","","迴響","Wipe","Cut","Slow","Setup","轉","Soft-glow","mls shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S005","85","1","5","2.6","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子娘","畏怯","牽手走路","Camera","Exit-L","北平廟會","日間","雪天","年貨","破舊棉襖","暖黃雜色","可想死我嘍","呼吸聲","","空曠","Match-cut","Cut","Slow","Setup","轉","Soft-glow","ls shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S006","85","1","6","3.5","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Silhouette","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子","畏怯","躲避搭訕","Up","Static","北平廟會","日間","雪天","攤販貨物","破舊棉襖","暖黃雜色","","風聲","","空曠","J-cut","Cut","Medium","Build","轉","Soft-glow","els shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S007","85","1","7","2.3","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Silhouette","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","商販","決絕","躲避搭訕","Up","Exit-L","北平廟會","日間","雪天","攤販貨物","破舊棉襖","暖黃雜色","","環境音","","迴響","L-cut","Cut","Medium","Build","轉","Soft-glow","ots shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S008","85","1","8","2.5","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Silhouette","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","小豆子娘","決絕","躲避搭訕","Off-screen-R","Enter-L","北平廟會","日間","雪天","年貨","老式旗袍","暖黃雜色","","衣物摩擦","","空曠","Cut","Cut","Medium","Build","轉","Soft-glow","pov shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S009","85","2","9","2.1","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Silhouette","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","小癩子","恐懼","揮打","Off-screen-L","Enter-R","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","","","安靜","Dissolve","Cut","Medium","Build","轉","Soft-glow","2shot shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S010","85","2","10","2.4","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小石頭","恐懼","哭泣","Up","Enter-L","關家科班","黃昏","陰冷","竹竿","練功服","土褐暗色","打死我也不跑了","衣物摩擦","悲傷二胡","空曠","Fade-in","Cut","Medium","Build","轉","Soft-glow","ecu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S011","85","2","11","3.2","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","學徒們","堅毅","哭泣","Off-screen-R","Enter-R","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","鑼鼓聲","","安靜","Fade-out","Cut","Medium","Build","轉","Soft-glow","cu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S012","85","2","12","2.3","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","關師傅","威嚴","偷看","Down","Static","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","","","安靜","Wipe","Cut","Medium","Build","轉","Soft-glow","mcu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S013","85","2","13","2.2","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子娘","痛楚","擁抱","Camera","Cross","胡同磨刀攤","日間","雪天","磨刀石","老式旗袍","白灰血紅","","","","安靜","Match-cut","Cut","Medium","Build","轉","Soft-glow","ms shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S014","85","2","14","3.9","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子","決絕","按刀","Off-screen-L","Turn","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","衣物摩擦","","安靜","J-cut","Cut","Medium","Build","轉","Soft-glow","mls shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S015","85","2","15","3.3","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子","痛楚","按刀","Off-screen-R","Cross","胡同磨刀攤","日間","雪天","毡帽","老式旗袍","白灰血紅","娘，我手冷","鑼鼓聲","","迴響","L-cut","Cut","Medium","Build","轉","Soft-glow","ls shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S016","85","2","16","3.3","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Silhouette","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子","茫然","按刀","Down","Enter-L","胡同磨刀攤","日間","雪天","毡帽","老式旗袍","白灰血紅","","人群嘈雜","","空曠","Cut","Cut","Medium","Build","轉","Soft-glow","els shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S017","85","3","17","2.9","OTS","Low-angle","Tilt-up","Normal 35mm","Shallow","Natural","Silhouette","Neutral-5600K","Back","Soft","Golden-ratio","BG-focus","Normal","Lead-right","小豆子娘","恐懼","跪地","Up","Exit-R","關家堂屋","黃昏","室內","茶碗","旗袍","暗褐暖光","","呼吸聲","","壓抑","Dissolve","Cut","Medium","Build","轉","Soft-glow","ots shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S018","85","3","18","3.9","POV","Low-angle","Tilt-down","Normal 50mm","Shallow","Natural","Silhouette","Neutral-5600K","Top","Soft","Symmetry","BG-focus","Normal","Lead-right","關師傅","恐懼","跪地","Off-screen-L","Exit-R","關家堂屋","黃昏","室內","祖師爺牌位","長袍","暗褐暖光","","鑼鼓聲","","安靜","Fade-in","Cut","Medium","Build","轉","Soft-glow","pov shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S019","85","3","19","2.2","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","Silhouette","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","關師傅","恐懼","跪地","Camera","Static","關家堂屋","黃昏","室內","茶碗","破襖","暗褐暖光","","呼吸聲","","嘈雜","Fade-out","Cut","Medium","Build","轉","Soft-glow","2shot shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S020","85","3","20","3.8","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Silhouette","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","小豆子","懇求","檢查","Off-screen-R","Cross","關家堂屋","黃昏","室內","茶碗","破襖","暗褐暖光","沒吃戲飯的命","鑼鼓聲","悲傷二胡","嘈雜","Wipe","Cut","Medium","Build","轉","Soft-glow","ecu shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S021","85","3","21","2.1","CU","Dutch","Truck-L","Normal 50mm","Rack-focus","Natural","Silhouette","Cool-7000K","Front","None","Center","BG-focus","Loose","Center","小石頭","痛苦","互助","Down","Cross","練功房","各時段","室內","翎子","練功服","青灰木色","","環境音","","空曠","Match-cut","Cut","Fast","Tension","轉","Soft-glow","cu shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S022","85","3","22","2.1","MCU","Dutch","Truck-R","Normal 50mm","Rack-focus","Natural","Silhouette","Cool-7000K","Side-L","None","Golden-ratio","BG-focus","Loose","Center","小豆子","友愛","唱腔","Up","Cross","練功房","各時段","室內","翎子","練功服","青灰木色","","腳步聲","","嘈雜","J-cut","Cut","Fast","Tension","轉","Soft-glow","mcu shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S023","85","3","23","2.3","MS","Dutch","Crane-up","Normal 50mm","Rack-focus","Natural","Silhouette","Cool-7000K","Side-R","None","Symmetry","BG-focus","Loose","Center","小石頭","堅持","唱腔","Off-screen-R","Exit-L","練功房","各時段","室內","水袖","練功服","青灰木色","","鑼鼓聲","","嘈雜","L-cut","Cut","Fast","Tension","轉","Soft-glow","ms shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S024","85","3","24","3.8","MLS","Dutch","Crane-down","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","Back","None","Dynamic","Deep-all","Loose","Center","師兄弟們","友愛","唱腔","Down","Enter-R","練功房","各時段","室內","水袖","練功服","青灰木色","","風聲","","迴響","Cut","Cut","Fast","Tension","轉","Soft-glow","mls shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S025","85","4","25","3.2","LS","Dutch","Handheld","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","Top","None","Rule-of-thirds","Deep-all","Loose","Center","段小樓","霸氣","亮相","Off-screen-L","Cross","戲園子","夜間","室內","胡琴","霸王戲服","濃艷戲彩","力拔山兮氣蓋世","風聲","","空曠","Dissolve","Cut","Fast","Tension","轉","Soft-glow","ls shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S026","85","4","26","2.5","ELS","Dutch","Steadicam","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","Bottom","None","Center","Deep-all","Loose","Center","程蝶衣","霸氣","亮相","Camera","Exit-R","戲園子","夜間","室內","道具劍","霸王戲服","濃艷戲彩","","衣物摩擦","","壓抑","Fade-in","Cut","Fast","Tension","轉","Soft-glow","els shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S027","85","4","27","4.0","OTS","Dutch","Drone","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","3-point","None","Golden-ratio","Deep-all","Loose","Center","觀眾","入戲","舞劍","Off-screen-R","Enter-L","戲園子","夜間","室內","戲服","霸王戲服","濃艷戲彩","","人群嘈雜","","空曠","Fade-out","Cut","Fast","Tension","轉","Soft-glow","ots shot, dutch","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S028","85","4","28","3.2","POV","Bird-eye","Static","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","Front","None","Symmetry","Deep-all","Loose","Center","程蝶衣","入戲","亮相","Down","Enter-R","戲園子","夜間","室內","胡琴","霸王戲服","濃艷戲彩","","鑼鼓聲","","空曠","Wipe","Cut","Fast","Tension","轉","Soft-glow","pov shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S029","85","4","29","3.6","2Shot","Bird-eye","Pan-L","Tele 85mm","Rack-focus","Practical","Silhouette","Cool-7000K","Side-L","None","Dynamic","Deep-all","Loose","Center","程蝶衣","糾結","凝視","Down","Exit-L","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","","人群嘈雜","","迴響","Match-cut","Cut","Fast","Tension","轉","Soft-glow","2shot shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S030","85","4","30","3.4","ECU","Bird-eye","Pan-R","Tele 135mm","Split-diopter","Practical","Silhouette","Mixed","Side-R","Dramatic","Rule-of-thirds","Deep-all","Cropped","Off-frame","段小樓","深情","凝視","Down","Static","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","蝶衣","人群嘈雜","京劇過門","壓抑","J-cut","Cut","Fast","Tension","轉","Soft-glow","ecu shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S031","85","4","31","3.0","CU","Bird-eye","Tilt-up","Tele 135mm","Split-diopter","Practical","Silhouette","Mixed","Back","Dramatic","Center","Deep-all","Cropped","Off-frame","段小樓","深情","對話","Up","Static","後台化妝間","夜間","室內","化妝鏡","戲服/便裝","暗紅暖光","","人群嘈雜","","安靜","L-cut","Cut","Fast","Climax","轉","Soft-glow","cu shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S032","85","4","32","2.4","MCU","Bird-eye","Tilt-down","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","Top","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","段小樓","隱忍","凝視","Off-screen-R","Static","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","","腳步聲","","壓抑","Cut","Cut","Fast","Climax","轉","Soft-glow","mcu shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S033","85","5","33","2.4","MS","Bird-eye","Dolly-in","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","Bottom","Dramatic","Symmetry","Layered","Cropped","Off-frame","菊仙","絕望","爭吵","Camera","Exit-R","各場景","各時段","各天氣","各種","各式","高對比","","衣物摩擦","","空曠","Dissolve","Cut","Fast","Climax","轉","Soft-glow","ms shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S034","85","5","34","2.2","MLS","Bird-eye","Dolly-out","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","3-point","Dramatic","Dynamic","Layered","Cropped","Off-frame","段小樓","絕望","流淚","Camera","Exit-L","各場景","各時段","各天氣","各種","各式","高對比","","風聲","","迴響","Fade-in","Cut","Fast","Climax","轉","Soft-glow","mls shot, bird-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S035","85","5","35","3.1","LS","Worm-eye","Truck-L","Tele 135mm","Split-diopter","Mixed","Silhouette","Mixed","Front","Dramatic","Rule-of-thirds","Layered","Cropped","Off-frame","菊仙","憤怒","流淚","Down","Cross","各場景","各時段","各天氣","各種","各式","高對比","你變了","環境音","","壓抑","Fade-out","Cut","Fast","Climax","轉","Soft-glow","ls shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S036","85","5","36","2.5","ELS","Worm-eye","Truck-R","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Side-L","Dramatic","Center","Layered","Cropped","Off-frame","程蝶衣","絕望","爭吵","Down","Turn","各場景","各時段","各天氣","各種","各式","高對比","","","","空曠","Wipe","Cut","Fast","Climax","轉","Soft-glow","els shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S037","85","5","37","3.3","OTS","Worm-eye","Crane-up","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Side-R","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","抉擇","關鍵動作","Off-screen-R","Turn","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","風聲","","嘈雜","Match-cut","Cut","Fast","Climax","轉","Soft-glow","ots shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S038","85","5","38","4.0","POV","Worm-eye","Crane-down","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Back","Dramatic","Symmetry","Layered","Cropped","Off-frame","程蝶衣","抉擇","關鍵動作","Up","Cross","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","鑼鼓聲","","嘈雜","J-cut","Cut","Slow","Release","轉","Soft-glow","pov shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S039","85","5","39","2.9","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","Silhouette","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","段小樓","抉擇","轉變","Up","Cross","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","人群嘈雜","","嘈雜","L-cut","Cut","Slow","Release","轉","Soft-glow","2shot shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E085_S040","85","5","40","3.3","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","段小樓","抉擇","轉變","Down","Exit-R","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","環境音","寂靜","壓抑","Cut","Fade-out","Slow","Release","轉","Soft-glow","ecu shot, worm-eye","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S001","86","1","1","3.0","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","管場人","懷舊","緩步走來","Down","Enter-R","現代劇院","日間","室內","舞台","工作服","灰藍冷色","","風聲","","迴響","Fade-in","Cut","Slow","Setup","合","Soft-glow","cu shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S002","86","1","2","2.6","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","管場人","懷舊","緩步走來","Off-screen-L","Turn","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","鑼鼓聲","","空曠","Fade-in","Cut","Slow","Setup","合","Soft-glow","mcu shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S003","86","1","3","3.0","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","段小樓","滄桑","對話交談","Down","Exit-R","現代劇院","日間","室內","聚光燈","工作服","灰藍冷色","","鑼鼓聲","","空曠","Fade-out","Cut","Slow","Setup","合","Soft-glow","ms shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S004","86","1","4","3.1","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","管場人","疏離","環顧四周","Down","Exit-R","現代劇院","日間","室內","舞台","便裝","灰藍冷色","","","","壓抑","Wipe","Cut","Slow","Setup","合","Soft-glow","mls shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S005","86","1","5","3.1","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Silhouette","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子","畏怯","張望","Down","Static","北平廟會","日間","雪天","糖葫蘆","老式旗袍","暖黃雜色","可想死我嘍","風聲","","迴響","Match-cut","Cut","Slow","Setup","合","Soft-glow","ls shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S006","86","1","6","2.4","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Silhouette","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子娘","畏怯","張望","Off-screen-L","Exit-R","北平廟會","日間","雪天","糖葫蘆","老式旗袍","暖黃雜色","","人群嘈雜","","迴響","J-cut","Cut","Medium","Build","合","Soft-glow","els shot, eye-level","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S007","86","1","7","2.6","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Silhouette","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","商販","決絕","張望","Up","Enter-R","北平廟會","日間","雪天","糖葫蘆","各色服飾","暖黃雜色","","","","壓抑","L-cut","Cut","Medium","Build","合","Soft-glow","ots shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S008","86","1","8","3.3","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Silhouette","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","小豆子娘","決絕","張望","Down","Enter-L","北平廟會","日間","雪天","年貨","各色服飾","暖黃雜色","","風聲","","迴響","Cut","Cut","Medium","Build","合","Soft-glow","pov shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S009","86","2","9","2.8","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Silhouette","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","小癩子","恐懼","偷看","Down","Static","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","人群嘈雜","","迴響","Dissolve","Cut","Medium","Build","合","Soft-glow","2shot shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S010","86","2","10","3.3","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","關師傅","堅毅","耗頂","Up","Enter-R","關家科班","黃昏","陰冷","竹竿","練功服","土褐暗色","一顆老鼠屎壞我一鍋湯","呼吸聲","緊張弦樂","嘈雜","Fade-in","Cut","Medium","Build","合","Soft-glow","ecu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S011","86","2","11","2.5","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","關師傅","威嚴","偷看","Down","Cross","關家科班","黃昏","陰冷","練功墊","練功服","土褐暗色","","鑼鼓聲","","嘈雜","Fade-out","Cut","Medium","Build","合","Soft-glow","cu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S012","86","2","12","3.8","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","學徒們","麻木","偷看","Off-screen-L","Cross","關家科班","黃昏","陰冷","練功墊","破衣","土褐暗色","","","","嘈雜","Wipe","Cut","Medium","Build","合","Soft-glow","mcu shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S013","86","2","13","2.7","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子","痛楚","擁抱","Up","Exit-R","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","環境音","","壓抑","Match-cut","Cut","Medium","Build","合","Soft-glow","ms shot, high-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S014","86","2","14","2.8","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子娘","痛楚","按刀","Off-screen-R","Cross","胡同磨刀攤","日間","雪天","磨刀石","老式旗袍","白灰血紅","","鑼鼓聲","","安靜","J-cut","Cut","Medium","Build","合","Soft-glow","mls shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S015","86","2","15","3.8","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","Silhouette","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子","決絕","站立","Off-screen-R","Exit-R","胡同磨刀攤","日間","雪天","磨刀石","破舊棉襖","白灰血紅","娘，我手冷","人群嘈雜","","空曠","L-cut","Cut","Medium","Build","合","Soft-glow","ls shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
"E086_S016","86","2","16","3.4","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Silhouette","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子","痛楚","按刀","Off-screen-R","Exit-L","胡同磨刀攤","日間","雪天","磨刀石","破舊棉襖","白灰血紅","","呼吸聲","","迴響","Cut","Cut","Medium","Build","合","Soft-glow","els shot, low-angle","Intimate","silhouette lighting","《霸王別姬》陳凱歌 1Mo"
