shot_id,episode,画面描述,视频描述,Image_Prompt,Video_Prompt
"E005_S002",5,"电车内部，木质的长条座椅上空荡荡的，只有几排半透明的、形态各异的幽灵乘客安静地坐着，他们身体微微发光，轮廓模糊，有的像灯笼，有的像包裹着布的器物。柔和的夕阳光线透过宽大的车窗斜射进来，在车厢地板上拉出长长的光影。小千和无脸男并排坐在靠窗的位置，小千双手放在膝盖上，侧头望着窗外，眼神平静而带着思索。无脸男静静地坐在她旁边，像一个沉默的守护者。整个车厢弥漫着一种超现实的、静谧的旅途感。","镜头从车厢过道的一端以中景开始，模拟人物步入车厢的视角，缓慢向前平移（Tracking Shot），扫过安静的幽灵乘客，最终停在小千和无脸男的侧后方，形成一个过肩镜头。镜头运动匀速且安静，时长约5秒，强调车厢内部的宁静与奇异。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, interior of a vintage train car, wooden benches, large windows, soft sunset light streaming in, creating long shadows, several translucent and glowing spirit passengers sitting quietly, a young girl and a tall dark spirit sitting by the window, girl looking out thoughtfully, serene and surreal atmosphere, detailed light rays and dust particles, 8K, film grain, --ar 16:9 --sref 1863909815","Slow tracking shot from the aisle of the train, medium shot, moving forward steadily, 5 seconds, revealing the interior and the silent spirit passengers, ending on an over-the-shoulder shot of the main characters, calm and dreamy."
"E005_S003",5,"小千的近景特写。她坐在窗边，手里拿着一个用叶子包裹的简单饭团。她低头看着饭团，眼神温柔而悲伤，嘴角微微抿着，仿佛在回忆。车窗外的景色是飞速向后掠去的、被夕阳染成金色的海平面和偶尔飞过的海鸟。她脸上映着窗外流动的光影，一滴晶莹的泪珠悄悄从眼角滑落，但她很快用手背擦去，眼神重新变得坚定。这个镜头充满了细腻的情感与成长的决心。","固定机位近景镜头，焦点完全在小千的面部表情上。镜头保持静止，让观众专注于她细微的情感变化。时长约4秒，通过演员的表演和光影变化来传递情绪，是典型的情感特写镜头。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, close-up shot of a young girl's face, she is holding a simple rice ball wrapped in leaf, sitting by the train window, golden sunset light from outside casting moving shadows on her face, a single tear rolling down her cheek, she wipes it away with determination in her eyes, emotional and introspective moment, detailed facial expression, soft focus on background, 8K, film grain, --ar 16:9 --sref 1863909815","Static close-up shot, fixed camera on the girl's face, 4 seconds, focusing on the subtle emotional change from sadness to determination, with moving light from the window playing on her face."
"E005_S004",5,"电车外部的动态镜头。列车如同一只红色的巨兽，平稳地行驶在无边无际的、镜子般的海面上。车轮有节奏地撞击铁轨，溅起细小的水花。背景是壮丽的天空，夕阳已经半浸入海中，上方的天空是深邃的蓝紫色，点缀着最早的几颗星星。海天一色，列车仿佛行驶在天空与海洋的边界线上，画面极富诗意和梦幻感，象征着穿越现实与幻境的旅程。","镜头位于列车侧前方，与列车保持相对静止的跟随拍摄（Follow Shot）。以远景构图，展示列车、海面与天空的宏大关系。镜头非常平稳，只有海平面的轻微起伏和天空色彩的缓慢变化，时长约6秒，营造出宁静、广阔、永恒的旅途感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, extreme long shot, a red vintage train moving steadily across a vast, mirror-like ocean at sunset, the sky is a gradient from deep purple to orange near the horizon, with first stars appearing, the train reflects on the calm water, creating a symmetrical and dreamy composition, poetic and serene, 8K, film grain, masterpiece, --ar 16:9 --sref 1863909815","Follow shot from the side/front of the train, extreme long shot, camera moves parallel to the train, 6 seconds, capturing the train's journey across the endless ocean under the twilight sky, serene and majestic."
"E005_S005",5,"电车抵达一个被海水环绕的、长满青草和野花的小岛。岛中央有一座简朴的、有着茅草屋顶和圆形窗户的小屋，烟囱里飘出袅袅炊烟。钱婆婆的小屋在暮色中显得温暖而亲切，与汤屋的繁华喧嚣形成鲜明对比。小千和无脸男走下电车，站在柔软的草地上，小千抬头望着小屋，手里紧紧握着印章，表情既紧张又充满希望。无脸男安静地站在她身后。","镜头从电车车厢内开始，透过车窗看到小屋的远景。然后镜头模拟小千的视角，随着她下车，镜头缓慢向前推进（Dolly In），从小屋的远景推到中景，最后定格在小千仰望小屋的侧脸上。运动连贯，时长约5秒，引导观众感受目的地的氛围和小千的心情。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, a small grassy island in the ocean at dusk, a simple thatched-roof cottage with round windows, smoke rising from chimney, a red train stopped nearby, a young girl and a dark spirit standing on the grass, girl looking up at the cottage with a hopeful yet nervous expression, holding a seal in her hand, warm and welcoming atmosphere compared to previous settings, detailed cottage and plants, 8K, film grain, --ar 16:9 --sref 1863909815","Shot starts inside train looking out, then cuts to a dolly in shot from behind the girl, moving from a long shot of the cottage to a medium shot of her looking at it, 5 seconds, establishing the new location and her emotional state."
"E005_S006",5,"小屋内部，温暖的火炉照亮了整个房间。钱婆婆，一位穿着朴素、面容慈祥的老奶奶，正坐在纺车边纺线。小千跪坐在她面前的榻榻米上，双手奉上印章，深深地低下头道歉。无脸男拘谨地坐在门边。房间布置简单但充满生活气息，墙上挂着干花，架子上摆满瓶瓶罐罐。柔和的光线照在小千认真的脸上和钱婆婆温和的笑容上，氛围宁静而充满智慧。","镜头以中景开始，展示房间全貌和两人的位置关系。然后缓慢推进到小千和钱婆婆之间的过肩镜头，焦点在两人之间切换。当钱婆婆说话时，镜头给她一个温和的近景。镜头运动舒缓，配合对话节奏，时长约7秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, interior of a cozy cottage, warm light from a fireplace, an old kind-hearted grandmother spinning at a spinning wheel, a young girl kneeling respectfully before her, offering a seal with both hands, a dark spirit sitting by the door, room filled with simple furnishings, dried flowers, and jars, soft lighting on their faces, serene and wise atmosphere, detailed textures of wood and fabric, 8K, film grain, --ar 16:9 --sref 1863909815","Medium shot slowly dollying in to an over-the-shoulder shot between the girl and the old woman, focus shifts between them as they talk, 7 seconds, intimate and calm conversation scene."
"E005_S007",5,"夜晚的海边小屋外。小千站在草地上，仰望着星空，眼神清澈而坚定，她已经领悟了钱婆婆的话。突然，远方的夜空中出现一道优美的白色轨迹，一条巨大的白龙（白龙）披着月光，划破夜空，朝着小岛蜿蜒飞来。它的鳞片在月光下闪烁着银蓝色的光芒，姿态既威严又优美。小千的脸上露出惊喜和期待的表情。","镜头从小千仰望的侧面近景开始，然后随着她的视线方向，镜头快速上摇并拉远（Tilt Up + Zoom Out），展现出广阔的星空和白龙飞来的宏大远景。镜头运动由静到动，充满惊喜感和视觉冲击力，时长约5秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, night scene by the seaside cottage, starry sky, a young girl standing on grass looking up with a determined and hopeful expression, a majestic white dragon with silver-blue scales flying gracefully across the night sky towards the island, trailing light, moon illuminating the scene, magical and epic atmosphere, 8K, film grain, --ar 16:9 --sref 1863909815","Shot starts with close-up of girl's face looking up, then quickly tilts up and zooms out to reveal the vast night sky and the dragon flying in from distance, 5 seconds, creating a sense of wonder and arrival."
"E005_S008",5,"低角度仰拍。恢复人形的白龙（赈早见琥珀主）——一个有着绿色短发和白色衣袍的英俊少年——与小千手牵手，在海面上低空飞行。他们的身影映在如镜的海面上。白龙脸上带着释然和温柔的微笑，小千也开心地笑着，风扬起他们的头发和衣袍。背景是黎明前深蓝色的天空，东方已泛起鱼肚白，预示着新一天的开始和最后的希望。两人携手飞向远方汤屋的剪影，画面充满自由、治愈和并肩作战的勇气。","镜头采用低角度跟随拍摄（Low Angle Follow Shot），与飞行中的两人保持平行运动。镜头平稳地跟随他们飞行一段距离，展示他们飞行的姿态和周围的环境。时长约6秒，作为本段落的结尾镜头，充满动感和抒情意味。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, low angle shot, a boy with green hair in white robes and a girl in purple kimono holding hands and flying low over the calm, mirror-like ocean at dawn, their reflection clear on the water, wind blowing their hair and clothes, deep blue sky with first light on the horizon, distant silhouette of the bathhouse in the background, feeling of freedom, relief, and companionship, 8K, film grain, --ar 16:9 --sref 1863909815","Low angle follow shot, camera moves parallel to the flying characters, tracking their flight over the ocean, 6 seconds, smooth and flowing motion, conveying freedom and hope for the final challenge."
"E005_S009",5,"黄昏时分，海上列车站台。小千穿着汤屋的紫色工作服，无脸男安静地站在她身后，像一个沉默的守护者。天空是温暖的橙粉色，海面平静如镜，倒映着绚烂的晚霞。一列老式的、有着圆润车头的电车静静停靠在水中延伸的轨道上，车身是温暖的奶油色。车厢窗户透出柔和的黄色灯光，映照着站台上几个半透明、形态各异的幽灵乘客。小千的表情平静中带着一丝疲惫，眼神望向远方的海平线，手里紧紧握着钱婆婆给的车票。整个画面充满了吉卜力特有的宁静与怀旧感，光影柔和，色彩如水彩般晕染开来。","镜头从海面与天空的远景缓缓下摇（Tilt Down），展现出水中站台的全景。电车入画，镜头随之缓慢向左横移（Pan Left），跟随小千和无脸男走向车厢门的脚步，节奏舒缓而坚定，时长约6秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Sunset at a seaside train station, a vintage cream-colored tram on tracks extending into the calm sea, reflecting orange and pink sky. Chihiro in purple kimono stands on the wooden platform with No-Face behind her, both looking towards the horizon. Several translucent, gentle spirit passengers are waiting. Warm light glows from the tram windows. Peaceful, nostalgic, melancholic atmosphere.","Cinematic wide shot, slow tilt down from the sky to the sea station, then gentle pan left following Chihiro and No-Face walking towards the tram, 6 seconds, serene and melancholic atmosphere."
"E005_S010",5,"电车内部。这是一个温暖、安静、略显陈旧的车厢。木质座椅和地板，吊环轻轻摇晃。车厢里坐满了乘客，但他们大多是半透明、形态模糊的神灵，有的像一团雾气，有的像戴着斗笠的影子，彼此间没有交谈。窗外是飞速掠过的、水天一色的梦幻景象，夕阳的余晖将整个车厢内部染成金色。小千和无脸男并排坐在靠窗的位置。小千从包裹里拿出一个用叶子包着的饭团，小口地吃着，眼神望着窗外，陷入回忆与沉思。无脸男只是静静地坐着，像一尊雕塑。","主观视角镜头（POV Shot）从小千的视线出发，先是扫过车厢内安静的幽灵乘客们，然后缓缓转向窗外流动的海天景色。镜头模拟人眼观察的轻微移动和聚焦，时长约5秒，营造沉浸式的内省氛围。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Interior of a vintage tram, warm wooden interior, soft golden sunset light streaming through windows. Chihiro sitting by the window, eating an onigiri, looking pensive. No-Face sits beside her, motionless. The carriage is filled with various translucent, quiet spirit passengers. Outside the window, a blurry seascape of water and sky merges. Peaceful, introspective, dreamlike mood.","First-person POV shot from Chihiro's perspective, slowly panning across the quiet spirit passengers inside the tram, then turning to gaze out the window at the passing seascape, 5 seconds, introspective and dreamy."
"E005_S011",5,"小千的脸部特写。她靠在车窗上，玻璃上倒映着她年轻却写满故事的脸庞，以及窗外飞速流动的色彩。她的眼神从迷茫逐渐变得清澈而坚定。光影在她脸上流动，夕阳的金色与海水的深蓝交织。画面中穿插着快速的、印象派风格的闪回片段：父母变成猪时惊恐的脸，白龙在天空中飞翔的矫健身影，锅炉爷爷忙碌的手，玲严厉又关切的眼神。这些记忆碎片像水彩一样晕开又消散。一滴泪水无声地从她眼角滑落。","固定特写镜头（Close-Up）对准小千的脸。利用画面叠加或光影变化，在她脸部和车窗倒影上，快速闪现（Flash）几个回忆的片段，每个片段持续不到半秒。镜头本身保持稳定，焦点始终在小千的眼睛上，时长约4秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Extreme close-up on Chihiro's face, leaning against the train window. Her reflection is visible on the glass, superimposed with fleeting, watercolor-like memory fragments: her parents as pigs, Haku flying, Kamaji's hands, Lin's face. Sunset light and blue sea colors flow across her face. A single tear rolls down her cheek. Her eyes show determination growing from sadness. Emotional, reflective, poignant.","Static close-up shot of Chihiro's face, with quick flash cuts of memory fragments superimposed on her reflection in the window, 4 seconds, emotional and reflective atmosphere."
"E005_S012",5,"电车在广阔无垠的海面上行驶的远景。视角从电车后方稍高的位置望去。夕阳即将沉入海平线，天空呈现出从深紫、绯红到金色的渐变。长长的电车像一条发光的虫子，在镜面般的海面上划出细细的涟漪，拖出长长的、金色的倒影。海天一色，无边无际，世界显得无比宁静、孤独又壮丽。几颗早出的星星在深紫色的天幕上闪烁。画面极简，充满诗意和史诗感。","固定远景镜头（Extreme Long Shot），构图极具美感。镜头微微缓慢向右平移（Slow Pan Right），跟随电车前进的方向，同时天空的色彩随着时间有细微的变化（从橙红向深紫过渡）。时长约7秒，节奏极其缓慢，强调旅程的漫长与宁静。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Extreme wide shot from behind and above. The vintage tram is a small, glowing line traveling across a vast, mirror-like sea at dusk. The sky is a gradient of deep purple, crimson, and gold as the sun sets. The tram's long reflection stretches on the water. A few early stars twinkle. The composition is minimalistic, serene, lonely, and epic.","Cinematic extreme long shot, static frame with a very slow pan right following the tram's movement, the sky color subtly shifts, 7 seconds, serene, epic, and melancholic atmosphere."
"E005_S013",5,"电车停靠在一个简朴的、被草丛和野花包围的小山坡旁。天色已暗，深蓝色的夜幕下，山坡顶上有一间冒着袅袅炊烟的小木屋，窗户透出温暖的橙色灯光。与汤屋的繁华喧嚣截然不同，这里充满了田园的宁静与温馨。小千和无脸男走下电车，踏着长满青草的小路向上走去。她的表情充满期待与一丝紧张。几只发光的小精灵（类似煤灰精灵）在草丛间飞舞，指引着道路。","镜头从电车的中景开始，随着小千下车，镜头缓慢向后拉（Dolly Out）并略微升高（Pedestal Up），展现出小木屋所在的山坡全景。拉开的动作平稳而充满揭示感，时长约5秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Nighttime. A simple grassy hill under a deep blue starry sky. A small, cozy wooden cottage with a smoking chimney and warm orange light in the windows sits atop the hill. The vintage tram is parked at the foot of the hill. Chihiro and No-Face are walking up the path through tall grass and wildflowers. Tiny glowing soot sprites flutter around them. Peaceful, rustic, welcoming atmosphere.","Medium shot of the tram, slow dolly out and pedestal up as Chihiro and No-Face disembark and walk, revealing the full hill and cottage, 5 seconds, peaceful and revealing shot."
"E005_S014",5,"钱婆婆小屋内部。一个温暖、杂乱而充满生活气息的房间。到处都是手织的毛线、正在缝制的布料、陶罐和干花。钱婆婆，一位和汤婆婆长相一样但气质慈祥温和的老婆婆，坐在摇椅上，戴着眼镜编织着。小千跪坐在她面前的榻榻米上，双手恭敬地奉还那颗珍贵的印章。无脸男安静地坐在角落。暖色的炉火光芒跳跃着，照亮了小千诚恳而坚定的脸庞，以及钱婆婆智慧而深邃的眼睛。","过肩镜头（Over-the-Shoulder Shot），从钱婆婆的肩后看向小千。镜头固定，焦点在小千的脸上和手中的印章上。利用炉火的光影在两人脸上微妙地跳动，来表现对话的张力与情感的流动，时长约4秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Interior of Zeniba's cottage, warm, cluttered, and cozy. Zeniba, a kind-looking old woman identical to Yubaba but gentle, sits in a rocking chair knitting. Chihiro kneels respectfully before her, offering the stolen seal with both hands. No-Face sits quietly in the background. Warm firelight flickers, illuminating their faces. The room is filled with handmade crafts, yarn, and dried flowers. Intimate, wise, heartfelt atmosphere.","Over-the-shoulder shot from behind Zeniba, focused on Chihiro's face and the seal in her hands, static frame with flickering firelight, 4 seconds, intimate and heartfelt conversation."
"E005_S015",5,"小屋外的夜空。深蓝色的天幕上繁星点点。突然，一道优美的白色身影划破夜空，由远及近——是白龙，以龙的形态飞翔而来，但他的飞行姿态显得有些吃力，鳞片黯淡。他降落在小屋前的空地上，激起一阵微风，吹动了草丛。小千从屋里跑出来，看到白龙，脸上露出惊喜和担忧交织的神情。白龙低下头，巨大的眼睛温柔地注视着小千。背景是温暖的小屋灯光和静谧的星空。","镜头从小屋窗户的中景快速拉出（Quick Pull Out）至屋外夜空的全景，跟随白龙飞来的轨迹。镜头模拟一种“发现”和“迎接”的动感，先是一个快速的横摇（Fast Pan）跟随白龙降落，然后稳定下来成为白龙与小千对视的中景，时长约5秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Night sky full of stars above Zeniba's cottage. Haku in his dragon form, white and elegant but looking weary with dull scales, descends from the sky and lands gently in the grassy clearing. Chihiro runs out of the cottage, her face showing a mix of joy and concern. Haku lowers his head to look at her, his large eyes gentle. Warm light spills from the cottage window. Magical, emotional reunion.","Quick pull out from the cottage window to a wide shot of the night sky, fast pan following Haku's descent and landing, ending on a medium shot of Haku and Chihiro looking at each other, 5 seconds, magical and emotional reunion."
"E005_S016",5,"小千骑在白龙的背上，在夜空中飞翔。风扬起她的头发和衣襟。她的眼神突然变得清明，一段被遗忘的记忆如潮水般涌来——画面闪回到她幼年时失足落水，被一条美丽的琥珀色河流温柔托起的瞬间。那条河流的名字在她心中响起。她俯下身，紧紧抱住白龙的脖子，在他耳边轻声而坚定地说：“你的名字是……赈早见琥珀主。”白龙的身体猛地一震，发出光芒。","跟随镜头（Follow Shot），镜头与白龙飞行方向平行，保持小千和白龙的中景。当小千回忆起关键画面时，镜头快速推近（Quick Push In）到小千的嘴部特写，捕捉她说出真名的瞬间。同时，画面色彩短暂地闪烁、变化，模拟记忆涌入的效果，时长约6秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, --ar 16:9 --sref 1863909815. Chihiro riding on Haku's back as they fly through the starry night sky. Wind blows through her hair. A flashback memory is superimposed: young Chihiro falling into a beautiful amber-colored river, which gently saves her. In the present, Chihiro's eyes widen with realization. She hugs Haku's neck and whispers into his ear. Haku's body shudders and begins to glow. Emotional, magical, climactic moment.","Follow shot parallel to Haku's flight, medium shot of Chihiro riding him, quick push in to extreme close-up on Chihiro's mouth as she whispers the name, with a flash of memory overlay, 6 seconds, climactic and emotional revelation."
"E005_S017",5,"黄昏时分，海上列车在无垠的靛蓝色海面上平稳行驶，车窗外是水天一色的梦幻景象，夕阳将天空染成温暖的橙粉色，海面泛着粼粼金光。车厢内光线柔和，小千和无脸男并排坐在空荡的座位上，小千手中拿着一个饭团，眼神望向窗外，带着一丝疲惫与思念。无脸男安静地坐在一旁，身形透明，仿佛与车厢内其他半透明的神灵乘客融为一体。整个画面充满吉卜力特有的宁静与诗意，光影在水彩般的色调中晕染开来。","镜头从车厢外开始，一个缓慢的推轨镜头（Dolly In）跟随列车在海面上行驶的轨迹，持续约5秒，展示宏大的环境。随后镜头穿过车窗，无缝切换到车厢内，变为一个固定机位的中景（Medium Shot），聚焦在小千的侧脸上，她正望着窗外，持续约4秒。整体节奏舒缓、宁静。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, a magical sea train gliding on a boundless indigo ocean at dusk, warm orange-pink sunset sky, sparkling golden reflections on water, inside the quiet train car, Chihiro sitting by the window holding an onigiri, looking out with a tired and thoughtful expression, No-Face sitting transparently beside her, other translucent spirit passengers in the background, soft diffused lighting, dreamy atmosphere, --ar 16:9 --sref 1863909815","Cinematic shot, slow dolly push following the sea train on the ocean, then cut to interior medium shot of Chihiro looking out the window, serene and contemplative mood, 9 seconds total, atmospheric, Ghibli style"
"E005_S018",5,"车厢内近景。小千低头看着手中的饭团，眼神变得柔和，陷入了回忆。光影在她脸上微妙地变化，仿佛记忆的碎片在闪烁。她想起父母变成猪后狼吞虎咽的样子，想起白龙第一次递给她饭团并告诉她‘吃下去，不然会消失’的瞬间。这些回忆的闪回以柔和的、半透明的叠化效果出现在画面边缘或背景中，色彩比现实场景更饱和、更梦幻。无脸男在她身旁，关切地微微倾身。","固定机位的近景（Close-Up），牢牢锁定小千的脸部和手中的饭团，时长约6秒。在镜头持续的过程中，利用数字特效或叠化，在她脸部的光影中或背景车窗上，柔和地闪现两三个极短的回忆片段（每个不到1秒），模拟内心活动的视觉化。镜头带有极其轻微的呼吸感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, close-up on Chihiro's face inside the train, soft light from the window illuminating her, she looks down at an onigiri in her hands with a gentle, reminiscent expression, subtle play of light and shadow suggesting memories, No-Face leaning slightly towards her with concern in the background bokeh, dreamy and introspective mood, soft focus, --ar 16:9 --sref 1863909815","Close-up shot, fixed camera on Chihiro's face, subtle breathing movement, with soft digital overlays of memory flashes (parents eating, Haku giving her food), introspective and emotional, 6 seconds, Ghibli style"
"E005_S019",5,"镜头转向车窗外。海上列车的视角，前方海平线上出现了一座被温暖灯光点缀的小岛，岛上有一座简朴的、有着大烟囱的砖砌小屋，那就是钱婆婆的家。夕阳的余晖为小屋和整个小岛勾勒出金色的轮廓，与深蓝色的海面和渐变的紫罗兰色夜空形成对比。几只海鸟掠过水面，气氛宁静而祥和，与汤屋的喧嚣形成鲜明对比。","主观视角镜头（POV），模拟从小千望向窗外的视线。镜头先是固定，展示远处的小岛，持续2秒。然后开始一个非常缓慢的变焦（Slow Zoom In），将观众的视线引向小屋的温暖灯光，同时镜头伴有极其平稳的横移（Pan），跟随列车的行进方向，总时长约5秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, view from the sea train window, a small island with a simple brick cottage with a large chimney (Zeniba's house) on the horizon at dusk, warm golden lights glowing from the cottage windows, silhouetted against a gradient violet and deep blue evening sky, seagulls flying over the calm ocean, serene and magical atmosphere, --ar 16:9 --sref 1863909815","POV shot from train window, slow zoom combined with a gentle pan towards the distant island and cottage, serene and magical mood, 5 seconds, Ghibli style"
"E005_S020",5,"海上列车缓缓停靠在简朴的木质站台旁。小千和无脸男走下火车，站台只有几盏老旧的煤气灯发出昏黄的光。钱婆婆的小屋近在眼前，门口种着花草，烟囱飘出袅袅炊烟。钱婆婆本人站在门廊下，她穿着朴素的深色长裙，戴着眼镜，脸上带着慈祥而智慧的微笑，手里拿着编织物，与汤婆婆的华丽凶恶截然不同。整个场景充满田园般的温暖与安全感。","中远景（Medium Long Shot）固定机位，展示列车停靠、小千和无脸男下车的全过程。随后镜头缓慢向右平移（Pan Right），跟随小千走向小屋的脚步，最终将钱婆婆纳入画面中心，时长约7秒。节奏平稳，充满期待感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, the sea train stopped at a simple wooden pier at twilight, Chihiro and No-Face stepping off the train onto the platform, old gas lamps casting warm yellow light, Zeniba's cozy cottage in the background with a smoking chimney and flowers by the door, Zeniba standing on the porch wearing a simple dark dress and glasses, smiling kindly and wisely, holding knitting, warm and secure atmosphere, --ar 16:9 --sref 1863909815","Medium long shot, fixed then slow pan right following Chihiro as she disembarks and approaches the cottage, warm and welcoming mood, 7 seconds, Ghibli style"
"E005_S021",5,"钱婆婆小屋内部，温暖而杂乱，充满了手工制品和书籍。小千跪坐在矮桌前，双手捧着那枚重要的印章，诚恳地低头递给对面的钱婆婆。钱婆婆接过印章，并没有生气，而是露出理解的笑容。炉火在壁炉里噼啪作响，照亮了小千坚定而真诚的脸庞。无脸男安静地坐在角落。画面焦点在小千和印章上，背景虚化，突出这一重要仪式的庄重感。","过肩镜头（Over-the-Shoulder Shot），从钱婆婆的肩后看向小千。镜头固定，主要捕捉小千递出印章时的表情和动作，时长约5秒。随后切至钱婆婆的反应镜头（近景），时长3秒。总描述涵盖这个剪辑组合。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, interior of Zeniba's warm and cluttered cottage, Chihiro kneeling and respectfully offering the stolen seal to Zeniba across a low table, firelight from the fireplace illuminating Chihiro's determined and sincere face, Zeniba smiling understandingly, No-Face sitting quietly in the blurred background, focus on the seal and the emotional exchange, cozy and solemn atmosphere, --ar 16:9 --sref 1863909815","Over-the-shoulder shot from behind Zeniba, fixed on Chihiro offering the seal, then cut to close-up of Zeniba's reaction, solemn and heartfelt mood, 8 seconds total (implied edit), Ghibli style"
"E005_S022",5,"特写镜头。钱婆婆的手轻轻握住小千的手，将印章放回小千掌心，寓意着原谅与归还。她的眼神充满智慧，嘴唇微动，说着关键台词：‘救你父母和白龙的办法，就是不要忘记自己的名字。’ 小千的眼睛微微睁大，仿佛有光芒闪过，她认真地点了点头。画面光线集中在她俩交叠的手和脸上，背景进一步虚化，营造出启示降临的神圣时刻。","极端特写（Extreme Close-Up）镜头，聚焦在两只交叠的手和那枚印章上，持续约3秒。然后镜头非常缓慢地向上抬升（Tilt Up），经过手臂，最终定格在小千聆听时充满领悟的脸上，时长约4秒。运动平滑且充满重量感。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, extreme close-up on Zeniba's hand covering Chihiro's hand holding the seal, a moment of forgiveness and transfer, then the focus shifts to Chihiro's face as she listens intently, her eyes wide with dawning understanding, soft dramatic lighting highlighting their faces, background completely blurred, sacred and revelatory atmosphere, --ar 16:9 --sref 1863909815","Extreme close-up on hands, slow tilt up to Chihiro's face, dramatic and revelatory mood, 7 seconds, Ghibli style"
"E005_S023",5,"小屋外夜空。一道白色的、优美的龙影划破星空，伴随着悠扬的音乐，白龙（Haku）恢复力量后飞来。他降落在小屋前的空地上，龙鳞在月光下闪烁着珍珠般的光泽，眼神温柔地看向门口的小千。小千跑出屋子，仰望着白龙，脸上露出惊喜和安心的笑容。无脸男和钱婆婆站在门廊下观看。画面充满重逢的喜悦与魔法的美感。","大远景（Extreme Long Shot）开场，展示白龙在星空下飞行的优美轨迹，镜头微微上仰（Low Angle），持续3秒。快速切至中景（Medium Shot），白龙降落，小千从屋里跑出，镜头跟随小千的跑动轻微推进（Dolly In），时长约4秒。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, night sky outside the cottage, the elegant white dragon (Haku) flying under the stars, landing gracefully in front of the house, his scales shimmering with pearlescent moonlight, Chihiro running out of the cottage with a happy and relieved smile, looking up at him, No-Face and Zeniba watching from the porch, magical and joyful reunion atmosphere, --ar 16:9 --sref 1863909815","Extreme long shot of Haku flying, cut to medium shot of his landing and Chihiro running out, low angle and slight dolly in, joyful and magical mood, 7 seconds total (implied edit), Ghibli style"
"E005_S024",5,"小千骑上白龙的背，白龙腾空而起，飞向璀璨的夜空。飞行中，小千紧紧抱着白龙的脖子，风拂起她的头发。她看着下方飞速掠过的海洋和月光路径，突然，一个关键的记忆闪回击中了她：童年时失足落水，被一条美丽的琥珀色河流温柔托起的画面。她脱口而出：‘赈早见琥珀主！’ 白龙闻声浑身一震。画面在现实飞行与温暖的童年回忆间快速交叉剪辑。","跟随镜头（Follow Shot），镜头与白龙飞行方向平行，保持中景距离，展示小千骑在白龙背上的侧面。飞行约3秒后，插入一个极短的（1秒）、高光朦胧的童年落水被救的闪回镜头。然后切回现实，小千喊出名字，镜头推近至白龙震惊的龙头特写，鳞片开始泛起光芒，时长约4秒。总时长约8秒（含闪回）。","Ghibli anime style, Hayao Miyazaki, soft watercolor lighting, cinematic, 8K, film grain, Chihiro riding on Haku's back as he flies through the starry night sky over the ocean, wind in her hair, she hugs his neck tightly, a sudden flashback of her childhood self falling into a beautiful amber-colored river and being saved, the memory overlapping with the present flight, emotional and climactic moment, dynamic and magical atmosphere, --ar 16:9 --sref 1863909815","Follow shot alongside flying Haku with Chihiro, insert quick flashback of childhood memory, then push in to close-up on Haku's reacting face, emotional and climactic, 8 seconds total (implied edits), Ghibli style"
